CBID,Warhead-01,Warhead-02
N6N_cov,Thiourea,Thiourea
N6U_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
N6Z_cov,Acrylamide,Michael_Acceptor
N78_cov,Acrylamide,Michael_Acceptor
N7B_cov,Acrylamide,Michael_Acceptor
N7K_cov,Acrylamide,Michael_Acceptor
N7N_cov,γ-lactone,Lactone
N7Q_cov,Acrylamide,Michael_Acceptor
N7W_cov,Acrylamide,Michael_Acceptor
N7Z_cov,Acrylamide,Michael_Acceptor
N82_cov,Acrylamide,Michael_Acceptor
N86_cov,Acrylamide,Michael_Acceptor
N8L_cov,Acrylamide,Michael_Acceptor
N8O_cov,Acrylamide,Michael_Acceptor
N8U_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
N95_cov,Boronic_Acid,Boronic_Acid
N96_cov,Acrylamide,Michael_Acceptor
N99_cov,Acrylamide,Michael_Acceptor
N9L_cov,Acrylamide,Michael_Acceptor
N9M_cov,Carbonate,Carbonate
N9R_cov,Acrylamide,Michael_Acceptor
NA3_cov,Aldehyde,Aldehyde
NA4_cov,Aldehyde,Aldehyde
NAF_cov,Ketone,Carbonyl
NAU_cov,Hemiacetal,Hemiacetal
NB2_cov,Nitrile,Nitrile
NB3_cov,Acrylamide,Michael_Acceptor
NBF_cov,Boronic_Acid,Boronic_Acid
NBG_1_cov,Haloacetamide,Halohydrocarbon
NBG_2_cov,Haloacetamide,Halohydrocarbon
NBL_cov,Azanitrile,Nitrile
NBU_cov,Epoxide,Epoxide
NCF_cov,β-lactam,Lactam
N_cov,Nicotinamide_Riboside,Aminium_Ion
ND1_cov,Acrylamide,Michael_Acceptor
ND9_cov,Haloacetamide,Halohydrocarbon
NDD_cov,Carboxylic_Acid,Carboxylic_Acid
NDT_cov,Cyclic_Borinic_Acid,Borinic_Acid
NDU_cov,Uridine,Uridine
NE9_cov,Haloacetamide,Halohydrocarbon
NEN_cov,Acrylamide,Michael_Acceptor
NF9_cov,Haloacetamide,Halohydrocarbon
NFF_cov,β-lactam,Lactam
NFT_cov,Nitrile,Nitrile
NG9_cov,Haloacetamide,Halohydrocarbon
NHN_cov,α-ketoamide,Carbonyl
NIB_cov,Haloacetamide,Halohydrocarbon
NIN_cov,Aryl_Halide,Aryl_Halide
NJ3_cov,Haloacetamide,Halohydrocarbon
NJC_cov,Haloacetamide,Halohydrocarbon
NJI_cov,Haloacetamide,Halohydrocarbon
NJR_cov,Haloacetamide,Halohydrocarbon
NK6_cov,Haloacetamide,Halohydrocarbon
NKK_cov,Aldehyde,Aldehyde
NKL_cov,Haloacetamide,Halohydrocarbon
NL7_cov,Sulfonyl_Halide,Sulfonyl_Halide
NL9_cov,Boronic_Acid,Boronic_Acid
NLJ_cov,Sulfonyl_Halide,Sulfonyl_Halide
NLM_cov,Sulfonyl_Halide,Sulfonyl_Halide
NLS_cov,Sulfonyl_Halide,Sulfonyl_Halide
NLV_cov,Sulfonyl_Halide,Sulfonyl_Halide
NMP_cov,Disulfide,Disulfide
NNA_cov,α-ketoamide,Carbonyl
NO6_cov,Aryl_Halide,Aryl_Halide
NOL_cov,Aldehyde,Aldehyde
NOQ_cov,Nitrile,Nitrile
NOU_cov,Aryl_Halide,Aryl_Halide
NOW_cov,Nitrile,Nitrile
NPB_cov,Boronic_Acid,Boronic_Acid
NQ0_cov,Haloacetamide,Halohydrocarbon
NQ6_cov,Aryl_Halide,Aryl_Halide
NQ9_cov,Haloacetamide,Halohydrocarbon
NQG_cov,Epoxide,Epoxide
NQI_cov,Epoxide,Epoxide
NQL_cov,Haloacetamide,Halohydrocarbon
NQS_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
NQU_cov,Haloacetamide,Halohydrocarbon
NR6_cov,Haloacetamide,Halohydrocarbon
NRO_cov,Nitroalkene,Vinyl_Nitroalkane
NSO_cov,Acrylamide,Michael_Acceptor
NUO_cov,Haloacetamide,Halohydrocarbon
NWJ_cov,Aldehyde,Aldehyde
NX0_cov,Acrylamide,Michael_Acceptor
NXI_cov,Acrylamide,Michael_Acceptor
NXN_cov,Thiol,Thiol
NY0_cov,Acrylamide,Michael_Acceptor
NYQ_cov,α-ketoamide,Carbonyl
NYX_cov,Haloacetamide,Halohydrocarbon
NZ6_cov,Acrylamide,Michael_Acceptor
NZM_cov,β-lactam,Lactam
NZN_cov,Acrylamide,Michael_Acceptor
NZX_cov,Acrylamide,Michael_Acceptor
O0O_cov,Haloacetamide,Halohydrocarbon
O0U_cov,Aryl_Halide,Aryl_Halide
O10_cov,Aryl_Halide,Aryl_Halide
O1K_cov,Aryl_Halide,Aryl_Halide
O1R_cov,Aryl_Halide,Aryl_Halide
O21_cov,Acrylamide,Michael_Acceptor
O2H_cov,Alkyne,Alkyne
O2O_cov,Aryl_Halide,Aryl_Halide
O2S_cov,Thiirane,Thiirane
O2X_cov,Haloacetamide,Halohydrocarbon
O3F_cov,Haloacetamide,Halohydrocarbon
O3K_cov,Haloacetamide,Halohydrocarbon
O3O_cov,Haloacetamide,Halohydrocarbon
O3S_cov,Acrylamide,Michael_Acceptor
O3T_cov,Haloacetamide,Halohydrocarbon
O3U_cov,Haloacetamide,Halohydrocarbon
O3W_cov,Disulfide,Disulfide
O44_cov,Sulfonyl_Halide,Sulfonyl_Halide
O47_cov,Nitrile,Nitrile
O49_cov,Haloacetamide,Halohydrocarbon
O4E_cov,Disulfide,Disulfide
O4I_cov,Haloacetamide,Halohydrocarbon
O4L_cov,α-halomethyl_Ketone,Halohydrocarbon
O4R_cov,Haloacetamide,Halohydrocarbon
O5C_cov,α-halomethyl_Ketone,Halohydrocarbon
O5I_cov,Haloacetamide,Halohydrocarbon
O5S_cov,Acrylamide,Michael_Acceptor
O5V_cov,Acrylamide,Michael_Acceptor
O5Y_cov,Acrylamide,Michael_Acceptor
O64_cov,Aldehyde,Aldehyde
O67_cov,Acrylamide,Michael_Acceptor
O68_cov,Disulfide,Disulfide
O6C_cov,Disulfide,Disulfide
O6L_cov,Haloacetamide,Halohydrocarbon
O75_cov,Nitrile,Nitrile
O7K_cov,Acrylamide,Michael_Acceptor
O85_cov,Disulfide,Disulfide
O96_cov,α-ketoamide,Carbonyl
OAA_cov,Carboxylic_Acid,Carboxylic_Acid
OAC_cov,Ester,Ester
OAR_cov,Aldehyde,Aldehyde
OAS_1_cov,α-halocarboxylate,Halohydrocarbon
OAS_2_cov,Ester,Ester
OAX_cov,Aldehyde,Aldehyde
OBJ_cov,Thiol,Thiol
OBS_cov,Ketone,Carbonyl
OC0_cov,Boronic_Acid,Boronic_Acid
OCA_cov,Carboxylic_Acid,Carboxylic_Acid
OCP_cov,Phosphonate_Ester,Phosphonate
OCR_cov,Butadienyl_Carbonyl,Michael_Acceptor
OCX_cov,Butadienyl_Carbonyl,Michael_Acceptor
ODC_cov,Haloacetamide,Halohydrocarbon
ODN_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
ODZ_cov,γ-lactone,Lactone
OEE_cov,γ-lactone,Lactone
OEH_cov,Alkyl_Halide,Halohydrocarbon
OEK_cov,Alkyl_Halide,Halohydrocarbon
OEL_cov,Glycosyl_Halide,Glycoside
OEW_cov,α-ketoamide,Carbonyl
OF9_cov,α-ketoamide,Carbonyl
OFN_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
OGQ_cov,Unclassified,Unclassified
OHO_cov,Carbamate,Carbamate
OHY_cov,Acrylamide,Michael_Acceptor
OIW_cov,Alkyl_Halide,Halohydrocarbon
OJ1_cov,Acrylamide,Michael_Acceptor
OJ6_cov,Alkyl_Halide,Halohydrocarbon
OJ8_cov,Ketone,Carbonyl
OJO_cov,Haloacetamide,Halohydrocarbon
OK3_cov,Cyclic_Boronic_Acid,Boronic_Acid
OK9_cov,Aldehyde,Aldehyde
OL1_cov,Ketone,Carbonyl
OLX_cov,α-ketoamide,Carbonyl
OM0_cov,Unclassified,Unclassified
OML_cov,Unclassified,Unclassified
ONK_cov,Ketone,Carbonyl
ONL_1_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
ONL_2_cov,α-diazomethyl_Ketone,Diazomethyl_Carbonyl
OOG_cov,Ketone,Carbonyl
OOL_cov,Nitrile,Nitrile
OP0_cov,Imidazolidinone,Urea_carbonyl
OPE_cov,Phosphoric_Acid,Phosphonate
OPL_cov,γ-lactone,Lactone
OPP_cov,Acrylamide,Michael_Acceptor
OPS_cov,Ester,Ester
OQ2_cov,Acrylamide,Michael_Acceptor
OQ3_cov,Aldehyde@Disulfide,Aldehyde@Disulfide
OQ8_cov,Acrylamide,Michael_Acceptor
OQ9_cov,Aldehyde@Disulfide,Aldehyde@Disulfide
OQB_cov,Aldehyde,Aldehyde
OQH_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
OR7_cov,Haloacetamide,Halohydrocarbon
ORG_cov,Nitrile,Nitrile
ORH_cov,Nitrile,Nitrile
ORM_cov,Haloacetamide,Halohydrocarbon
ORW_cov,Azanitrile,Nitrile
OSS_cov,Carboxylic_Acid,Carboxylic_Acid
OT0_cov,Haloacetamide,Halohydrocarbon
OTO_cov,Amide,Amide
OU0_cov,Amide,Amide
OUU_cov,Epoxide,Epoxide
OV1_cov,Epoxide@Ketone,Epoxide@Carbonyl
OV2_cov,Epoxide@Ketone,Epoxide@Carbonyl
OV3_cov,Epoxide,Epoxide
OVA_cov,Epoxide,Epoxide
OVV_1_cov,Amide,Amide
OVV_2_cov,Aldehyde,Aldehyde
OW1_cov,Alkyne,Alkyne
OW9_cov,Amide,Amide
OWN_cov,Acrylamide,Michael_Acceptor
OX6_cov,Aryl_Sulfone,Sulfonyl
OX7_cov,Aryl_Sulfone,Sulfonyl
OXE_cov,Alkyl_Halide,Halohydrocarbon
OY2_cov,Acrylamide,Michael_Acceptor
OYD_cov,Ketone,Carbonyl
OYG_cov,Ketone,Carbonyl
OYI_cov,Aldehyde@Disulfide,Aldehyde@Disulfide
OYU_cov,Aldehyde,Aldehyde
OYV_cov,Ketone,Carbonyl
OZ0_cov,Boronic_Acid,Boronic_Acid
OZ9_cov,Boronic_Acid,Boronic_Acid
OZD_cov,Ketone,Carbonyl
OZI_cov,Haloacetamide,Halohydrocarbon
OZJ_cov,Aldehyde,Aldehyde
OZU_cov,Acrylamide,Michael_Acceptor
P10_cov,Aldehyde,Aldehyde
P1K_cov,Boronic_Acid,Boronic_Acid
P2D_cov,Ketone,Carbonyl
P2Y_cov,Nitrile,Nitrile
P5F_cov,Carboxylic_Acid,Carboxylic_Acid
P5N_cov,Aldehyde,Aldehyde
P5Q_cov,Aldehyde,Aldehyde
P6H_cov,Aldehyde,Aldehyde
P6N_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
P6T_cov,Ketone,Carbonyl
P6Z_cov,Aldehyde,Aldehyde
P7E_cov,Aldehyde,Aldehyde
P7S_cov,Aldehyde,Aldehyde
P7T_cov,Aldehyde,Aldehyde
P7U_cov,Ketone,Carbonyl
P8C_cov,Aldehyde,Aldehyde
P8K_cov,Phosphonate_Ester,Phosphonate
P8L_cov,Aldehyde,Aldehyde
P9F_cov,Carbamate,Carbamate
P9Q_cov,Aziridine,Aziridine
P9R_cov,Aldehyde,Aldehyde
P9U_cov,Carbamate,Carbamate
PA0_cov,Arsenic,Arsenic
PBA_cov,Boronic_Acid,Boronic_Acid
PBC_cov,Boronic_Acid,Boronic_Acid
PBG_cov,Unclassified,Unclassified
PBP_1_cov,α-halomethyl_Ketone,Halohydrocarbon
PBP_2_cov,α-halomethyl_Ketone,Halohydrocarbon
PBW_cov,Epoxide,Epoxide
PCM_cov,Ketone,Carbonyl
PCN_cov,β-lactam,Lactam
PDD_cov,Unclassified,Unclassified
PDM_cov,Acrylamide,Michael_Acceptor
PDP_cov,Aldehyde,Aldehyde
PF7_cov,Urea,Urea_carbonyl
PFV_cov,β-lactam,Lactam
PGR_cov,Epoxide,Epoxide
PHA_cov,Aldehyde,Aldehyde
PHK_cov,Ketone,Carbonyl
PHL_1_cov,Aldehyde,Aldehyde
PHL_2_cov,Epoxide@Ketone,Epoxide@Carbonyl
PHL_3_cov,Aldehyde,Aldehyde
PHL_4_cov,Epoxide@Ketone,Epoxide@Carbonyl
PHL_5_cov,Aldehyde,Aldehyde
PHL_6_cov,Aldehyde,Aldehyde
