CBID,Warhead-01,Warhead-02
6W5_cov,Alkenyl_Halide@Phosphoric_Acid,Vinyl_Halide@Phosphonate
6WG_1_cov,Urea,Urea_carbonyl
6WG_2_cov,Urea,Urea_carbonyl
6WG_3_cov,Urea,Urea_carbonyl
6Y1_cov,Isoselenazolinone,Isoselenazolinone
6Y3_1_cov,Isoselenazolinone,Isoselenazolinone
6Y3_2_cov,Isoselenazolinone,Isoselenazolinone
6Y5_cov,Alkenyl_Halide,Vinyl_Halide
6YV_cov,Boronic_Acid,Boronic_Acid
6ZD_cov,Haloacetamide,Halohydrocarbon
70I_cov,Acrylamide,Michael_Acceptor
716_cov,Ketone,Carbonyl
71D_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
71F_cov,Amide,Amide
72F_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
72S_cov,α-ketoamide,Carbonyl
72T_cov,α-ketoamide,Carbonyl
72U_cov,α-ketoamide,Carbonyl
72V_cov,α-ketoamide,Carbonyl
73D_cov,α-ketoamide,Carbonyl
73F_cov,α-ketoamide,Carbonyl
73G_cov,α-ketoamide,Carbonyl
73H_cov,α-ketoamide,Carbonyl
73V_cov,Epoxide,Epoxide
74M_cov,Epoxide,Epoxide
750_cov,Ketone,Carbonyl
75V_cov,Epoxide,Epoxide
76V_cov,Epoxide,Epoxide
77B_cov,Epoxide,Epoxide
781_cov,Acrylamide,Michael_Acceptor
78A_cov,Epoxide,Epoxide
79B_cov,Ester,Ester
79L_cov,Epoxide@Ketone,Epoxide@Carbonyl
79P_cov,Epoxide@Ketone,Epoxide@Carbonyl
79S_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
7AB_cov,Aldehyde,Aldehyde
7AS_cov,Nitrile,Nitrile
7BY_cov,Acrylamide,Michael_Acceptor
7D8_cov,Aryl_Ether,Ether
7E4_cov,Ester,Ester
7EP_cov,β-lactam,Lactam
7EZ_cov,Epoxide,Epoxide
7F1_cov,Vinyl_Sulfone,Vinyl_Sulfone
7F2_cov,Epoxide,Epoxide
7F6_cov,Epoxide,Epoxide
7FA_cov,Halophosphonate,Phosphonate
7FB_cov,Epoxide,Epoxide
7G8_cov,Acrylamide,Michael_Acceptor
7G9_cov,Acrylamide,Michael_Acceptor
7GB_cov,Propynamide,Michael_Acceptor
7H4_cov,Acrylamide,Michael_Acceptor
7HS_cov,Aldehyde,Aldehyde
7HW_cov,Epoxide,Epoxide
7IF_cov,Ketone,Carbonyl
7IM_cov,Epoxide@Ketone,Epoxide@Carbonyl
7JZ_cov,Glycosyl_Halide,Glycoside
7K8_cov,Uridine,Uridine
7KH_cov,Nitrile,Nitrile
7KN_cov,Nitrile,Nitrile
7KU_cov,Acrylamide,Michael_Acceptor
7KV_cov,Acrylamide,Michael_Acceptor
7KX_cov,Acrylamide,Michael_Acceptor
7LE_cov,Epoxide,Epoxide
7MS_cov,Epoxide,Epoxide
7N0_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
7N4_cov,Boronic_Acid,Boronic_Acid
7N7_cov,Boronic_Acid,Boronic_Acid
7ND_cov,Boronic_Acid,Boronic_Acid
7NJ_cov,Boronic_Acid,Boronic_Acid
7NM_cov,Boronic_Acid,Boronic_Acid
7NP_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
7NQ_cov,Acrylamide,Michael_Acceptor
7NS_cov,Boronic_Acid,Boronic_Acid
7NT_cov,Acrylamide,Michael_Acceptor
7O3_cov,Haloacetamide,Halohydrocarbon
7QP_cov,Alkenyl_Halide,Vinyl_Halide
7UV_cov,Boronic_Acid,Boronic_Acid
7V2_cov,Aldehyde,Aldehyde
7VB_cov,Aldehyde,Aldehyde
7VI_cov,Aldehyde,Aldehyde
7VQ_cov,Aldehyde,Aldehyde
7VW_cov,Aldehyde,Aldehyde
7W5_cov,Aldehyde,Aldehyde
7WO_cov,Aldehyde,Aldehyde
7WP_cov,Aldehyde,Aldehyde
7WQ_cov,Aldehyde,Aldehyde
7XK_cov,Aldehyde,Aldehyde
7XT_cov,Aldehyde,Aldehyde
7Y2_cov,Aldehyde,Aldehyde
7YB_cov,Aldehyde,Aldehyde
7YF_cov,Amide,Amide
7YI_cov,Aldehyde,Aldehyde
7YQ_cov,Aldehyde,Aldehyde
7YW_cov,Aldehyde,Aldehyde
7YZ_cov,Aldehyde,Aldehyde
7ZS_cov,Aldehyde,Aldehyde
800_cov,Aldehyde,Aldehyde
80I_cov,Ketone,Carbonyl
80U_cov,Acrylamide,Michael_Acceptor
80V_cov,Halosulfate,Sulfonyl_Halide
816_cov,Acrylamide,Michael_Acceptor
81C_cov,Acrylamide,Michael_Acceptor
81L_cov,Aldehyde,Aldehyde
81T_cov,Haloacetamide,Halohydrocarbon
821_cov,Aldehyde,Aldehyde
82Q_cov,Haloacetamide,Halohydrocarbon
83E_cov,Acrylamide,Michael_Acceptor
83F_cov,Aldehyde,Aldehyde
83K_cov,Acrylamide,Michael_Acceptor
83N_cov,Aldehyde,Aldehyde
83W_cov,Aldehyde,Aldehyde
84C_cov,Aldehyde,Aldehyde
85P_cov,Halosulfate,Sulfonyl_Halide
85Q_cov,Haloacetamide,Halohydrocarbon
862_cov,Acrylamide,Michael_Acceptor
868_cov,Phosphoric_Acid,Phosphonate
86F_cov,Azanitrile,Nitrile
89B_cov,α-ketoamide,Carbonyl
8AM_cov,Acrylamide,Michael_Acceptor
8BP_cov,Acrylamide,Michael_Acceptor
8BS_cov,Acrylamide,Michael_Acceptor
8E7_cov,Disulfide,Disulfide
8FQ_cov,Haloacetamidine,Halohydrocarbon
8FT_cov,Haloacetamidine,Halohydrocarbon
8FW_cov,Haloacetamidine,Halohydrocarbon
8G9_cov,Aldehyde,Aldehyde
8GW_cov,α-ketoamide,Carbonyl
8H3_cov,α-ketoamide,Carbonyl
8H9_cov,α-ketoamide,Carbonyl
8HF_cov,Aryl_Halide,Aryl_Halide
8HR_cov,Aryl_Halide,Aryl_Halide
8HT_cov,Haloacetamidine,Halohydrocarbon
8I0_cov,α-ketoamide,Carbonyl
8I7_cov,Aldehyde,Aldehyde
8JC_cov,Acrylamide,Michael_Acceptor
8LL_cov,Alkyl_Halide,Halohydrocarbon
8LU_cov,Haloacetamide,Halohydrocarbon
8MD_cov,Epoxide,Epoxide
8MV_cov,Aldehyde,Aldehyde
8NB_cov,Haloacetamide,Halohydrocarbon
8O5_cov,α-ketoamide,Carbonyl
8PM_cov,Alkyl_Halide,Halohydrocarbon
8PW_cov,Nitrile,Nitrile
8RC_cov,Acrylamide,Michael_Acceptor
8RQ_cov,Isoxazole,Isoxazole
8RX_cov,Azanitrile,Nitrile
8SU_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
8T6_cov,Aldehyde,Aldehyde
8UI_cov,Aldehyde,Aldehyde
8VY_cov,Alkyl_Halide,Halohydrocarbon
8W0_cov,Aryl_Halide,Aryl_Halide
8WE_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
8WN_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
8WY_cov,Ketone@α-diazomethyl_Ketone,Carbonyl@Diazomethyl_Carbonyl
8X8_cov,α-ketoamide,Carbonyl
8XO_cov,Butadienyl_Carbonyl,Michael_Acceptor
8Y0_cov,Butadienyl_Carbonyl,Michael_Acceptor
8YA_cov,Aziridine,Aziridine
8YC_cov,Nitrile,Nitrile
8YD_cov,Acrylamide,Michael_Acceptor
8Z6_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
8ZD_cov,Acrylamide,Michael_Acceptor
8ZG_cov,Acrylamide,Michael_Acceptor
8ZI_cov,α-ketoamide,Carbonyl
8ZO_cov,β-sulfonylvinyl_Carbonyl,Michael_Acceptor
90F_cov,Acrylamide,Michael_Acceptor
90H_cov,α-ketoamide,Carbonyl
90I_cov,α-ketoamide,Carbonyl
90U_cov,α-ketoamide,Carbonyl
90X_cov,α-ketoamide,Carbonyl
91D_cov,Acrylamide,Michael_Acceptor
91G_cov,Acrylamide,Michael_Acceptor
91I_cov,α-ketoamide,Carbonyl
91S_cov,Acrylamide,Michael_Acceptor
91Z_cov,α-ketoamide,Carbonyl
92V_cov,Disulfide,Disulfide
935_cov,Nitrile,Nitrile
93Z_1_cov,Cyclosulfate,Alpha-Cyclosulfate
93Z_2_cov,Cyclosulfate,Alpha-Cyclosulfate
945_cov,Cyclosulfate,Alpha-Cyclosulfate
94A_cov,Epoxide,Epoxide
94C_cov,Acrylamide,Michael_Acceptor
94F_cov,Acrylamide,Michael_Acceptor
959_cov,α-halomethyl_Ketone,Halohydrocarbon
95U_cov,Acrylamide,Michael_Acceptor
995_cov,Ketone,Carbonyl
99K_cov,Aryl_Halide,Aryl_Halide
99W_cov,Nitrile,Nitrile
9AI_cov,Isothiocyanate,Isothiocyanate
9BE_cov,Isothiocyanate,Isothiocyanate
9CD_cov,Alkyl_Halide,Halohydrocarbon
9CP_cov,Imidazolidinone,Urea_carbonyl
9CT_cov,Acrylamide,Michael_Acceptor
9EF_cov,Haloacetamide@Phosphoric_Acid,Halohydrocarbon@Phosphonate
9EP_cov,β-lactam,Lactam
9ES_cov,Acrylamide,Michael_Acceptor
9FM_cov,Alkyl_Halide,Halohydrocarbon
9GI_cov,Acrylamide,Michael_Acceptor
9GU_cov,Urea,Urea_carbonyl
9HA_cov,Haloacetamide,Halohydrocarbon
9HB_cov,Acrylate,Michael_Acceptor
9HY_cov,Haloacetamide,Halohydrocarbon
9IN_cov,Acrylate,Michael_Acceptor
9IX_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
9J1_cov,Acrylamide,Michael_Acceptor
9JK_cov,Isothiazolinone,Isothiazolinone
9JT_cov,Isoselenazolinone,Isoselenazolinone
9K0_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
9K5_cov,Sulfonyl_Halide,Sulfonyl_Halide
9K8_cov,Sulfonyl_Halide,Sulfonyl_Halide
9KR_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
9KX_cov,Ene_Ynone,Michael_Acceptor
9O2_cov,Acrylamide,Michael_Acceptor
9O5_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
9S7_cov,Glycosyl_Halide,Glycoside
9SJ_cov,Glycosyl_Halide,Glycoside
9SV_cov,αβ-unsaturated_Carbonyl@Thioether,Michael_Acceptor@Thioether
9T1_cov,Glycosyl_Halide,Glycoside
9TG_cov,Boronic_Acid,Boronic_Acid
9TJ_cov,Boronic_Acid,Boronic_Acid
9U8_cov,Vinyl_Sulfone,Vinyl_Sulfone
9UM_cov,Alkyl_Halide,Halohydrocarbon
9VP_cov,Glycosyl_Halide,Glycoside
9Y6_cov,Aldehyde,Aldehyde
9YZ_cov,Acrylamide,Michael_Acceptor
9Z2_cov,Acrylamide,Michael_Acceptor
9Z4_cov,Acrylamide,Michael_Acceptor
9ZB_cov,Acrylamide,Michael_Acceptor
9ZG_cov,Azanitrile,Nitrile
A0U_cov,Azanitrile,Nitrile
A0V_cov,Boronic_Acid,Boronic_Acid
A16_cov,Hemiacetal,Hemiacetal
A1A2Z_cov,Imine,Imine
A1A3L_cov,Unclassified,Unclassified
A1A4E_cov,Acrylamide,Michael_Acceptor
A1A4G_cov,Acrylamide,Michael_Acceptor
A1A6J_cov,Acrylamide,Michael_Acceptor
A1AA0_cov,Nitrile,Nitrile
A1AAW_cov,Acrylamide,Michael_Acceptor
A1ACH_cov,α-haloamide,Halohydrocarbon
A1AD0_cov,Aldehyde,Aldehyde
A1ADM_cov,Aldehyde,Aldehyde
A1ADS_cov,Acrylate,Michael_Acceptor
A1AEL_cov,Sulfonyl_Halide,Sulfonyl_Halide
A1AEM_cov,Sulfonyl_Halide,Sulfonyl_Halide
A1AEQ_cov,Aldehyde,Aldehyde
A1AFR_cov,Acrylamide,Michael_Acceptor
A1AGA_cov,Aldehyde,Aldehyde
A1AGE_cov,Aldehyde,Aldehyde
A1AGG_cov,Aldehyde,Aldehyde
A1AGI_cov,Aldehyde,Aldehyde
A1AGK_cov,Aldehyde,Aldehyde
A1AGM_cov,Aldehyde,Aldehyde
A1AGO_cov,Aldehyde,Aldehyde
A1AGQ_cov,Aldehyde,Aldehyde
A1AGS_cov,Aldehyde,Aldehyde
A1AGU_cov,Aldehyde,Aldehyde
A1AGW_cov,Aldehyde,Aldehyde
A1AGY_cov,Aldehyde,Aldehyde
A1AHL_cov,α-haloamide,Halohydrocarbon
A1AIM_cov,Sulfonyl_Halide,Sulfonyl_Halide
A1AIR_cov,Acrylamide,Michael_Acceptor
A1AK8_cov,Sulfonyl_Halide,Sulfonyl_Halide
A1ALD_cov,Nitrile,Nitrile
A1ALF_cov,Nitrile,Nitrile
A1ALG_cov,Nitrile,Nitrile
A1ALH_cov,Nitrile,Nitrile
A1ALK_cov,Nitrile,Nitrile
A1ALL_cov,Nitrile,Nitrile
A1ALM_cov,Nitrile,Nitrile
A1ALN_cov,Nitrile,Nitrile
A1ALU_cov,Nitrile,Nitrile
A1ALV_cov,Nitrile,Nitrile
A1ALW_cov,Nitrile,Nitrile
A1ALX_cov,Nitrile,Nitrile
A1AOD_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
A1AOK_cov,Acrylamide,Michael_Acceptor
A1AOL_cov,Acrylamide,Michael_Acceptor
A1AOM_cov,α-haloamide,Halohydrocarbon
A1AOV_cov,Acrylamide,Michael_Acceptor
A1AQ3_cov,Aldehyde,Aldehyde
A1AQT_cov,Isothiocyanate,Isothiocyanate
A1AQU_cov,Isothiocyanate,Isothiocyanate
A1AR4_cov,Aldehyde,Aldehyde
A1AR5_cov,α-haloamide,Halohydrocarbon
A1AR6_cov,Nitrile,Nitrile
A1AR7_cov,α-haloamide,Halohydrocarbon
A1AR8_cov,Acrylate,Michael_Acceptor
A1AR9_cov,α-haloamide,Halohydrocarbon
A1ARG_cov,Aldehyde,Aldehyde
A1ARH_cov,α-haloamide,Halohydrocarbon
A1ARI_cov,Aldehyde,Aldehyde
A1ARK_cov,Aldehyde,Aldehyde
A1ARM_cov,Aldehyde,Aldehyde
A1ARN_cov,Aldehyde,Aldehyde
A1ARR_cov,Ketone,Carbonyl
A1ARS_cov,Nitrile,Nitrile
A1ART_cov,Nitrile,Nitrile
A1ARU_cov,Nitrile,Nitrile
A1ARV_cov,Aldehyde,Aldehyde
A1ARW_cov,Acrylamide,Michael_Acceptor
A1ARX_cov,Acrylate,Michael_Acceptor
A1ARY_cov,α-ketoamide,Aldehyde
A1AS2_cov,Nitrile,Nitrile
A1AS3_cov,Nitrile,Nitrile
A1AS4_cov,Nitrile,Nitrile
A1ASA_cov,Nitrile,Nitrile
A1ASG_cov,Nitrile,Nitrile
A1ASH_cov,Nitrile,Nitrile
A1ASI_cov,α-haloamide,Halohydrocarbon
A1ASJ_cov,Nitrile,Nitrile
A1ATV_cov,Halosulfate,Sulfonyl_Halide
A1ATW_cov,Halosulfate,Sulfonyl_Halide
A1AU4_cov,Sulfonyl,Sulfonyl
A1AUX_cov,Acrylate,Michael_Acceptor
A1AUY_cov,Sulfonyl,Sulfonyl
A1AV3_cov,Aldehyde,Aldehyde
A1AV5_cov,Aldehyde,Aldehyde
A1AV7_cov,Aldehyde,Aldehyde
A1AVA_cov,Glycoside,Glycoside
A1AVJ_cov,Glycoside,Glycoside
A1AVS_cov,Acrylate,Michael_Acceptor
A1AWA_cov,Aldehyde,Aldehyde
A1AWB_cov,Aldehyde,Aldehyde
A1AWG_cov,Acrylamide,Michael_Acceptor
A1AWQ_cov,Alkyl_Halide,Halohydrocarbon
A1AWR_cov,Acrylamide,Michael_Acceptor
A1AWY_cov,Acyl_Halide,Acyl_Halide
A1AXI_cov,Epoxide,Epoxide
A1AZ5_cov,Acrylamide,Michael_Acceptor
A1AZ6_cov,Acrylamide,Michael_Acceptor
A1AZZ_cov,Aziridine,Aziridine
A1B20_cov,Nitrile,Nitrile
A1B21_cov,Nitrile,Nitrile
A1B7A_cov,Ketone,Carbonyl
A1B7B_cov,Ketone,Carbonyl
A1B7C_cov,Ketone,Carbonyl
A1B7J_cov,α-haloamide,Halohydrocarbon
A1B7P_cov,Alkenyl_Halide,Vinyl_Halide
A1B7Q_cov,Alkenyl_Halide,Vinyl_Halide
A1BA1_cov,Carbamate,Carbonyl
A1BCT_cov,Acrylamide,Michael_Acceptor
A1BCW_cov,Aldehyde,Aldehyde
A1BCX_cov,Aldehyde,Aldehyde
A1BCY_cov,Nitrile,Nitrile
A1BCZ_cov,Nitrile,Nitrile
A1BF9_cov,Vinyl_Sulfone,Vinyl_Sulfone
A1BFE_cov,Nitrile,Nitrile
A1BH5_cov,Acrylamide,Michael_Acceptor
A1BH6_cov,Acrylamide,Michael_Acceptor
A1BH7_cov,Allene,Michael_Acceptor
A1BHT_cov,α-halomethyl_Ketone,Halohydrocarbon
A1BI3_cov,Halosulfate,Sulfonyl_Halide
A1BII_cov,Sulfonyl_Halide,Sulfonyl_Halide
A1BJB_cov,Cyclic_Boronic_Acid,Boronic_Acid
A1BJC_cov,Cyclic_Boronic_Acid,Boronic_Acid
A1BK3_cov,α-ketoamide,Carbonyl
A1BK4_cov,α-ketoamide,Carbonyl
A1BKV_cov,α-haloamide,Halohydrocarbon
A1BMU_cov,Ketone,Carbonyl
A1BQZ_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
A1BV7_cov,Acrylamide,Michael_Acceptor
A1BVT_cov,Alkyne,Alkyne
A1BVV_cov,Aldehyde,Aldehyde
A1BWJ_cov,Acrylamide,Michael_Acceptor
A1BWS_cov,Epoxide,Epoxide
A1BWT_cov,Epoxide,Epoxide
A1BXA_cov,Halosulfate,Sulfonyl_Halide
A1BY8_cov,α-haloamide,Halohydrocarbon
A1BYD_cov,Acrylamide,Michael_Acceptor
A1BYK_cov,Acrylamide,Michael_Acceptor
A1BYL_cov,Acrylamide,Michael_Acceptor
A1BYN_cov,Acrylamide,Michael_Acceptor
A1BYO_cov,Acrylamide,Michael_Acceptor
A1BYS_cov,Acrylamide,Michael_Acceptor
A1BZM_cov,Acrylamide,Michael_Acceptor
A1C2U_cov,Amide,Carbonyl
A1C3L_cov,Ketone,Carbonyl
A1C3M_cov,Ketone,Carbonyl
A1CA5_cov,Vinyl_Sulfonamide,Vinyl_Sulfone
A1CAA_cov,Methylsulfonyl,Sulfonyl
A1CBB_cov,Acrylate,Michael_Acceptor
A1CBC_cov,Acrylate,Michael_Acceptor
A1CBD_cov,Acrylate,Michael_Acceptor
A1CBE_cov,Acrylamide,Michael_Acceptor
A1CBU_cov,Nitrile,Nitrile
A1CF8_cov,Cyclic_Boronic_Acid,Boronic_Acid
A1CGC_cov,Acrylamide,Michael_Acceptor
A1CGG_cov,Acrylamide,Michael_Acceptor
A1CK0_cov,Aldehyde,Aldehyde
A1CK1_cov,Aldehyde,Aldehyde
A1CKU_cov,Aldehyde,Aldehyde
A1CKV_cov,Aldehyde,Aldehyde
A1CKW_cov,Aldehyde,Aldehyde
A1CKX_cov,Aldehyde,Aldehyde
A1CKY_cov,Aldehyde,Aldehyde
A1CKZ_cov,Aldehyde,Aldehyde
A1CRO_cov,Epoxide@Ketone,Epoxide@Carbonyl
A1CRY_cov,Acrylamide,Michael_Acceptor
A1CZS_cov,Acrylamide,Michael_Acceptor
A1D70_cov,α-haloamide,Halohydrocarbon
A1D7G_cov,Nitrile,Nitrile
A1D7M_cov,Nitrile,Nitrile
A1D7N_cov,Nitrile,Nitrile
A1D7X_cov,α-haloamide,Halohydrocarbon
A1D8T_cov,Nitrile,Nitrile
A1D98_cov,Acrylamide,Michael_Acceptor
A1D9H_cov,Nitrile,Nitrile
A1D9X_cov,Aryl_Halide,Aryl_Halide
A1E1G_cov,α-haloamide,Halohydrocarbon
A1EA6_cov,Acrylamide,Michael_Acceptor
A1EAM_cov,Acrylamide,Michael_Acceptor
A1EB3_cov,Acrylamide,Michael_Acceptor
A1EB6_cov,Alkyl_Halide,Halohydrocarbon
A1EEN_cov,Acrylamide,Michael_Acceptor
A1EEW_cov,Acrylamide,Michael_Acceptor
A1EEX_cov,Acrylamide,Michael_Acceptor
A1EF7_cov,Isoselenazolinone,Isoselenazolinone
A1EIY_cov,Ketone,Carbonyl
A1EIZ_cov,Ketone,Carbonyl
A1EL9_cov,Conjugated_System,Conjugated_System
A1ELW_cov,Acrylamide,Michael_Acceptor
A1EOF_cov,Nitrile,Nitrile
A1EPE_cov,Acrylamide,Michael_Acceptor
A1EPF_cov,Acrylamide,Michael_Acceptor
A1EPZ_cov,Aldehyde,Aldehyde
A1EQH_cov,Sulfonyl_Halide,Sulfonyl_Halide
A1ES3_cov,α-halocarboxylate,Halohydrocarbon
A1H1I_cov,Azanitrile,Nitrile
A1H1J_cov,Azanitrile,Nitrile
A1H1K_cov,Azanitrile,Nitrile
A1H1U_cov,Cyclic_Borate,Boronic_Acid
A1H2C_cov,α-cyanovinyl_Carbonyl,Michael_Acceptor
A1H37_cov,Glycosyl_Halide,Halohydrocarbon
A1H39_cov,Glycoside,Glycoside
A1H3M_cov,Imidazolidinone,Urea_carbonyl
A1H3N_cov,β-lactam,Lactam
A1H46_cov,Acrylamide,Michael_Acceptor
A1H4A_cov,Aldehyde,Aldehyde
A1H50_cov,Vinyl_Sulfonate,Vinyl_Sulfone
A1H5F_cov,α-haloamide,Halohydrocarbon
A1H5I_cov,Acrylamide,Michael_Acceptor
A1H5U_cov,Acrylamide,Michael_Acceptor
A1H67_cov,Aryl_Sulfone,Sulfonyl
A1H6M_cov,Aldehyde,Aldehyde
A1H71_cov,Acrylamide,Michael_Acceptor
A1H7N_cov,Acrylamide,Michael_Acceptor
A1H7O_cov,Acrylamide,Michael_Acceptor
A1H7Q_cov,Acrylamide,Michael_Acceptor
A1H7T_cov,Aryl_Sulfone,Sulfonyl
A1H8R_cov,Cyclic_Boronic_Acid,Boronic_Acid
A1H8S_cov,Cyclic_Boronic_Acid,Boronic_Acid
A1H9D_cov,α-ketoamide,Carbonyl
A1H9E_cov,α-ketoamide,Carbonyl
A1H9M_cov,Acrylamide,Michael_Acceptor
A1H9Y_cov,α-ketoamide,Carbonyl
A1H9Z_cov,α-ketoamide,Carbonyl
A1I00_cov,α-haloamide,Halohydrocarbon
A1I01_cov,α-haloamide,Halohydrocarbon
A1I02_cov,α-haloamide,Halohydrocarbon
A1I08_cov,Acrylamide,Michael_Acceptor
A1I0P_cov,α-haloamide,Halohydrocarbon
A1I0S_cov,α-haloamide,Halohydrocarbon
A1I0T_cov,α-haloamide,Halohydrocarbon
A1I0U_cov,α-haloamide,Halohydrocarbon
A1I0V_cov,α-haloamide,Halohydrocarbon
A1I0W_cov,α-haloamide,Halohydrocarbon
A1I1B_cov,Aldehyde,Aldehyde
A1I1D_cov,α-haloamide,Halohydrocarbon
A1I1E_cov,α-haloamide,Halohydrocarbon
A1I4O_cov,Alkyl_Halide,Halohydrocarbon
A1I52_cov,Ketone,Carbonyl
A1I71_cov,Aryl_Halide,Aryl_Halide
A1I9A_cov,Disulfide,Disulfide
A1I9E_cov,β-lactone,Lactone
A1IAQ_cov,Nitroarene,Nitro
A1IAR_cov,Nitroarene,Nitro
A1IB0_cov,α-haloamide,Halohydrocarbon
A1IB9_cov,Aldehyde,Aldehyde
A1IBA_cov,Acrylamide,Michael_Acceptor
A1ICA_cov,Aldehyde,Aldehyde
A1ICP_cov,α-ketoamide,Carbonyl
A1IDG_cov,Acrylamide,Michael_Acceptor
A1IDO_cov,Acrylamide,Michael_Acceptor
A1IDP_cov,Acrylamide,Michael_Acceptor
A1IDV_cov,Vinyl_Sulfone,Vinyl_Sulfone
A1IE0_cov,Acrylamide,Michael_Acceptor
A1IEY_cov,Ester,Ester
A1IF1_cov,Ester,Ester
A1IF3_cov,Aldehyde,Aldehyde
A1IF4_cov,Aldehyde,Aldehyde
A1IF5_cov,Aldehyde,Aldehyde
A1IF8_cov,Epoxide@Ketone,Epoxide@Carbonyl
A1IFK_cov,Epoxide@Ketone,Epoxide@Carbonyl
A1IFL_cov,Epoxide@Ketone,Epoxide@Carbonyl
A1IGF_cov,Aldehyde,Aldehyde
A1IGH_cov,Aldehyde,Aldehyde
A1IHC_cov,Acrylamide,Michael_Acceptor
A1IHZ_cov,Thioether,Thioether
A1II1_cov,Aryl_Halide,Aryl_Halide
A1II4_cov,Aryl_Halide,Aryl_Halide
A1IIO_cov,Aryl_Halide,Aryl_Halide
A1IJ7_cov,Carbodiimide,Carbodiimide
A1IJC_cov,α-haloamide,Halohydrocarbon
A1IKN_cov,Aldehyde,Aldehyde
A1IKS_cov,Aldehyde,Aldehyde
A1ILU_cov,Acrylamide,Michael_Acceptor
A1ILV_cov,Acrylamide,Michael_Acceptor
A1ILW_cov,Acrylamide,Michael_Acceptor
A1ILX_cov,Acrylamide,Michael_Acceptor
A1ILY_cov,Acrylamide,Michael_Acceptor
A1IM9_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
A1IMD_cov,Acrylamide,Michael_Acceptor
A1IMT_cov,Acrylamide,Michael_Acceptor
A1IMU_cov,α-ketoamide,Carbonyl
A1IMY_cov,Nitrile,Nitrile
A1IND_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
A1INH_cov,Phosphonoaminopiridinone,Phosphonate
A1IPK_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
A1IQ0_cov,Acrylate,Michael_Acceptor
A1IQ1_cov,Acrylate,Michael_Acceptor
A1IQY_cov,Acrylate,Michael_Acceptor
A1IQZ_cov,Acrylate,Michael_Acceptor
A1IRC_cov,Acrylamide,Michael_Acceptor
A1IRW_cov,Nitrile,Nitrile
A1ISA_cov,Alkyne,Alkyne
A1ISK_cov,Ketone,Carbonyl
A1ITT_cov,Acrylate,Michael_Acceptor
A1IU6_cov,Sulfonyl_Halide,Sulfonyl_Halide
A1IU7_cov,Acrylamide,Michael_Acceptor
A1IUK_cov,Acrylamide,Michael_Acceptor
A1IUM_cov,α-ketoamide,Carbonyl
A1IUN_cov,Nitrile,Nitrile
A1IWE_cov,Acrylamide,Michael_Acceptor
A1IY7_cov,Aldehyde,Aldehyde
A1IYL_cov,Aldehyde,Aldehyde
A1IZ7_cov,Acrylamide,Michael_Acceptor
A1IZ8_cov,Acrylamide,Michael_Acceptor
A1IZ9_cov,Acrylamide,Michael_Acceptor
A1IZK_cov,α-haloamide,Halohydrocarbon
A1JC1_cov,Alkyl_Halide,Halohydrocarbon
A1JGF_cov,Nitrile,Nitrile
A1JGG_cov,Nitrile,Nitrile
A1JGM_cov,Nitrile,Nitrile
A1JGP_cov,Nitrile,Nitrile
A1JH4_cov,Halosulfate,Sulfonyl_Halide
A1JJ8_cov,Acrylamide,Michael_Acceptor
A1JJK_cov,α-haloamide,Halohydrocarbon
A1L0C_cov,Boronic_Acid,Boronic_Acid
A1L0D_cov,Boronic_Acid,Boronic_Acid
A1L1B_cov,α-ketoamide,Carbonyl
A1L20_cov,α-haloamide,Halohydrocarbon
A1L2O_cov,β-lactam,Lactam
A1L6B_cov,Acrylamide,Michael_Acceptor
A1L6C_cov,Acrylamide,Michael_Acceptor
A1L6Z_cov,Ketone,Carbonyl
A1L7Q_cov,Nitrile,Nitrile
A1L7R_cov,Nitrile,Nitrile
A1L7W_cov,Azanitrile,Nitrile
A1L8G_cov,Ester,Ester
A1L8T_cov,Acrylamide,Michael_Acceptor
A1L9B_cov,αβ-unsaturated_Carbonyl,Michael_Acceptor
A1L9F_cov,Acrylamide,Michael_Acceptor
A1LVQ_cov,Acrylamide,Michael_Acceptor
A1LW9_cov,Acrylamide,Michael_Acceptor
A1LWW_cov,Acrylamide,Michael_Acceptor
A1LX1_cov,Nitrile,Nitrile
A1LX2_cov,Nitrile,Nitrile
A1LXU_cov,Ketone,Carbonyl
A1LYT_cov,Aldehyde,Aldehyde
